dataset_name,feature_index,mean,std,variance,min,max,range,coefficient_of_variation,q1,median,q3,iqr,is_constant,skewness,kurtosis,class_0_mean,class_0_std,class_1_mean,class_1_std,class_2_mean,class_2_std,class_3_mean,class_3_std,class_4_mean,class_4_std,class_5_mean,class_5_std,class_6_mean,class_6_std,class_7_mean,class_7_std
glass,3,1.444906542056075,0.49810176178908294,0.24810536509738834,0.29,3.5,3.21,0.34472939518496437,1.19,1.36,1.63,0.43999999999999995,False,0.9009178781425268,1.9848317746238244,,,1.1638571428571431,0.2711999413039489,1.408157894736842,0.316239044022064,1.2011764705882353,0.3371137415479892,,,2.033846153846154,0.6666972379578242,1.3666666666666667,0.5391557185905467,2.1227586206896554,0.4350259330496099
glass,4,72.65093457943925,0.7727339892550713,0.5971178181500566,69.81,75.41,5.599999999999994,0.010636256692661985,72.28,72.79,73.0875,0.8075000000000045,False,-0.7253172664513229,2.8711045971453526,,,72.61914285714286,0.5654018617816209,72.59802631578948,0.7197898445797295,72.40470588235293,0.49698050200904514,,,72.36615384615385,1.232012352969652,73.20666666666666,1.0177316826048874,72.9658620689655,0.923880561176528
glass,5,0.4970560747663551,0.6506662485092328,0.4233665669490787,0.0,6.21,6.21,1.3090399020365746,0.1225,0.555,0.61,0.4875,False,6.505635834012888,53.392326556204594,,,0.4474285714285715,0.21333866915095825,0.5210526315789473,0.21231542415750218,0.40647058823529414,0.22302574835445738,,,1.47,2.0547917730926484,0.0,0.0,0.32517241379310347,0.6568662315384717
glass,6,8.95696261682243,1.4198244687168144,2.0159015219669842,5.43,16.19,10.760000000000002,0.1585162881516355,8.24,8.6,9.1725,0.9324999999999992,False,2.0326773755262475,6.498967959876062,,,8.797285714285715,0.5706861069388856,9.073684210526315,1.9089511050128132,8.782941176470588,0.3687620738742364,,,10.123846153846152,2.0981183454981696,9.356666666666667,1.367024343439266,8.491379310344827,0.9565733533094016
glass,7,0.17504672897196263,0.49605617301709476,0.24607172678836584,0.0,3.15,3.15,2.833849838793903,0.0,0.0,0.0,0.0,False,3.3924308894408455,12.222071204852472,,,0.012714285714285713,0.08323669226234012,0.05026315789473684,0.35994873057514637,0.008823529411764706,0.035294117647058816,,,0.1876923076923077,0.5843886199881015,0.0,0.0,1.0399999999999998,0.6537689141458534
glass,8,0.05700934579439253,0.09721077353922958,0.009449934492095378,0.0,0.51,0.51,1.7051722859283964,0.0,0.0,0.1,0.1,False,1.7420067617989543,2.572317558672152,,,0.05699999999999999,0.08843641783790204,0.07973684210526315,0.1057302138290824,0.057058823529411766,0.10464307435459178,,,0.06076923076923077,0.14948432068339984,0.0,0.0,0.013448275862068966,0.029275841761091204
SPECTF,0,66.18352059925094,8.234850462346971,67.81276213721613,23.0,83.0,60.0,0.12442448492526897,62.0,67.0,71.5,9.5,False,-1.4646058984650205,4.446351902307104,67.41818181818182,5.786161890362869,65.86320754716981,8.730512806392563,,,,,,,,,,,,
SPECTF,1,64.91385767790263,9.427233385945092,88.87272931307776,21.0,81.0,60.0,0.1452268240052841,60.0,66.0,71.0,11.0,False,-1.198658080441014,2.8714388630242107,67.96363636363637,6.693181432319791,64.12264150943396,9.862452936672918,,,,,,,,,,,,
SPECTF,2,68.67790262172285,6.581184058813857,43.31198361598563,38.0,82.0,44.0,0.09582680609954967,65.0,69.0,73.0,8.0,False,-0.9211607954673235,1.847526559018334,70.63636363636364,5.035740033594905,68.16981132075472,6.834943096633027,,,,,,,,,,,,
SPECTF,3,69.07865168539325,8.378532474231278,70.19980642174811,34.0,84.0,50.0,0.12128975115462524,66.0,71.0,74.0,8.0,False,-1.343284281499805,2.489677073526919,72.63636363636364,4.586000976741903,68.15566037735849,8.878069016940685,,,,,,,,,,,,
SPECTF,4,64.80149812734082,8.809783334441843,77.61228239980923,21.0,82.0,61.0,0.13595030342925588,61.0,66.0,70.0,9.0,False,-1.5618738714523064,4.556126263126405,67.78181818181818,5.999063287762392,64.02830188679245,9.24708780997932,,,,,,,,,,,,
SPECTF,5,63.96629213483146,9.462066316921389,89.53069898581829,25.0,89.0,64.0,0.14792269490151982,60.0,66.0,70.0,10.0,False,-1.4218433781652418,3.0929568089455577,69.49090909090908,4.347926265464648,62.533018867924525,9.89348195662473,,,,,,,,,,,,
SPECTF,6,70.1685393258427,8.340015836829439,69.55586415856584,21.0,85.0,64.0,0.11885691102834867,68.0,72.0,75.0,7.0,False,-2.6162117823459137,10.298112040921039,72.2,3.645171151986245,69.64150943396227,9.099749819539705,,,,,,,,,,,,
SPECTF,7,69.38951310861424,9.479228353348272,89.85577017492179,20.0,83.0,63.0,0.13660894748093286,67.0,72.0,75.0,8.0,False,-2.359778595800674,7.651313171378543,72.76363636363637,4.394060604388761,68.51415094339623,10.219514616462174,,,,,,,,,,,,
SPECTF,8,63.29588014981273,9.003874627499725,81.06975830773331,12.0,77.0,65.0,0.1422505636190898,61.0,65.0,68.0,7.0,False,-2.4346785249046206,8.740780759937003,64.92727272727272,4.568089099013823,62.87264150943396,9.788701930044558,,,,,,,,,,,,
SPECTF,9,62.232209737827716,9.32268044998269,86.91237077248944,22.0,78.0,56.0,0.14980474721626139,58.0,64.0,68.0,10.0,False,-1.6393899974885326,3.879998553486624,65.58181818181818,5.49277511940883,61.363207547169814,9.897834959295515,,,,,,,,,,,,
SPECTF,10,70.36704119850187,7.2546072052470585,52.629325702422534,11.0,81.0,70.0,0.10309666401563215,67.0,72.0,75.0,8.0,False,-2.7730311473532696,16.569808473367885,70.94545454545455,4.5743084199320405,70.21698113207547,7.793931743254616,,,,,,,,,,,,
SPECTF,11,70.1685393258427,8.480737312113122,71.92290535706772,12.0,82.0,70.0,0.12086238921865498,68.0,72.0,76.0,8.0,False,-2.3951858524184986,10.301606773877293,72.14545454545454,5.4719721617386705,69.65566037735849,9.02978906739452,,,,,,,,,,,,
SPECTF,12,67.1685393258427,7.894295985227946,62.31990910238607,32.0,79.0,47.0,0.11752966587164367,64.0,69.0,72.0,8.0,False,-1.6620076752111979,3.771813071449981,69.52727272727273,4.7857916432804055,66.55660377358491,8.409989779321235,,,,,,,,,,,,
SPECTF,13,67.35580524344569,7.947674971977479,63.16553746019723,28.0,80.0,52.0,0.11799539686404246,64.0,69.0,73.0,9.0,False,-1.7339207524546874,4.735042457343975,71.34545454545454,3.936856991967909,66.32075471698113,8.386362660634543,,,,,,,,,,,,
SPECTF,14,61.47565543071161,9.829366639842469,96.61644854044805,23.0,77.0,54.0,0.15989039188564833,58.0,63.0,68.0,10.0,False,-1.607729589467569,3.2032013545640803,65.9090909090909,4.4569566757954195,60.325471698113205,10.493156451929549,,,,,,,,,,,,
SPECTF,15,59.823970037453186,11.425499864782763,130.54204716015093,8.0,77.0,69.0,0.19098531668359525,57.0,62.0,67.0,10.0,False,-1.758070496874634,3.823092564430673,65.07272727272728,4.352030019342261,58.4622641509434,12.267593856358463,,,,,,,,,,,,
SPECTF,16,67.19101123595506,9.562578912448387,91.4429154568026,3.0,80.0,77.0,0.14231931824101043,65.0,69.0,73.0,8.0,False,-3.0035769501252494,12.37254504340085,68.94545454545455,3.791944484721079,66.73584905660377,10.508578604126388,,,,,,,,,,,,
SPECTF,17,66.49812734082397,9.944932472692111,98.90168188640604,11.0,83.0,72.0,0.149552068139087,64.0,69.0,73.0,9.0,False,-2.5396188250365004,9.002153255442582,68.6,4.462367899750902,65.95283018867924,10.860506673152004,,,,,,,,,,,,
SPECTF,18,66.29962546816479,8.008897197283453,64.14243431665474,35.0,86.0,51.0,0.1207985284912524,62.0,67.0,72.0,10.0,False,-0.8771422299434011,1.597033888043189,67.98181818181818,5.368226079411095,65.86320754716981,8.507774751430313,,,,,,,,,,,,
SPECTF,19,64.82022471910112,8.537068497223174,72.88153852628035,17.0,81.0,64.0,0.13170377814797127,61.0,66.0,70.0,9.0,False,-1.2219010266982713,3.6720459571733652,67.16363636363636,6.148950054835338,64.2122641509434,8.954667833353506,,,,,,,,,,,,
SPECTF,20,74.03370786516854,6.367254898374531,40.54193494087446,36.0,86.0,50.0,0.08600480890556823,72.0,75.0,78.0,6.0,False,-1.9090650725950726,6.481601832484003,75.05454545454545,4.265797087695151,73.76886792452831,6.782216802502039,,,,,,,,,,,,
SPECTF,21,72.38202247191012,7.373663456080699,54.370912763539955,40.0,86.0,46.0,0.10187147586161388,69.0,74.0,78.0,9.0,False,-1.3941442243512883,2.8702652965167887,75.0,4.820411148062335,71.70283018867924,7.759436829729355,,,,,,,,,,,,
SPECTF,22,67.46816479400749,8.426478554341399,71.00554082677552,27.0,84.0,57.0,0.12489562416318876,64.0,69.0,73.0,9.0,False,-1.3217603687172483,3.110486505631858,70.43636363636364,5.855110080057145,66.69811320754717,8.812159064804177,,,,,,,,,,,,
SPECTF,23,66.91385767790263,9.118655760095903,83.14988287113019,32.0,85.0,53.0,0.13627454872840888,62.5,69.0,73.0,10.5,False,-1.0523407413820804,1.1618771820494764,71.41818181818182,5.861091766404521,65.74528301886792,9.443537593422864,,,,,,,,,,,,
SPECTF,24,58.01498127340824,13.139405249782097,172.64397031800135,12.0,79.0,67.0,0.2264829697280252,53.0,61.0,66.5,13.5,False,-1.192540274856217,1.2339649688157444,65.10909090909091,5.779816691880075,56.174528301886795,13.868068122732387,,,,,,,,,,,,
SPECTF,25,56.01123595505618,14.24306997429416,202.86504229263983,6.0,80.0,74.0,0.2542895140392904,47.5,60.0,65.0,17.5,False,-1.0111648156879454,0.8031837003081885,64.78181818181818,5.581433211480262,53.735849056603776,14.9090335328242,,,,,,,,,,,,
SPECTF,26,63.329588014981276,9.687049978370705,93.83893728345188,8.0,80.0,72.0,0.15296246636800334,60.0,65.0,69.0,9.0,False,-2.317833440791503,9.727570102457332,64.4,6.826685606034335,63.051886792452834,10.281974804188955,,,,,,,,,,,,
SPECTF,27,61.80524344569288,10.526917994780053,110.81600246882408,17.0,86.0,69.0,0.17032402764219542,57.0,64.0,68.0,11.0,False,-1.1335465409164351,2.3900502154469487,64.6,6.086049621881176,61.08018867924528,11.287335696886643,,,,,,,,,,,,
SPECTF,28,61.50561797752809,11.318133932068754,128.1001557042461,13.0,79.0,66.0,0.18401788816045728,59.0,65.0,68.0,9.0,False,-1.872671359242773,3.665565645608045,66.6,5.571355310873647,60.18396226415094,12.03333135693295,,,,,,,,,,,,
SPECTF,29,60.43445692883895,13.202202034613455,174.29813856275163,7.0,78.0,71.0,0.21845487993669546,59.0,65.0,68.0,9.0,False,-1.6944622693185296,2.527953105723589,67.7090909090909,5.916610599974916,58.54716981132076,13.897625747730952,,,,,,,,,,,,
SPECTF,30,70.95131086142322,6.046748914825693,36.563172438945706,39.0,80.0,41.0,0.08522392103203719,69.0,72.0,75.0,6.0,False,-2.2041626621243173,6.570376031075009,72.78181818181818,3.565954718984979,70.47641509433963,6.454076551264595,,,,,,,,,,,,
SPECTF,31,70.87640449438203,8.196308968389257,67.17948070529816,9.0,84.0,75.0,0.11564227934111006,69.0,73.0,75.0,6.0,False,-3.103403864672374,15.020540505335411,74.7090909090909,3.114031162760679,69.88207547169812,8.791626560495486,,,,,,,,,,,,
SPECTF,32,60.97378277153558,6.428755763902757,41.32890067191292,28.0,77.0,49.0,0.10543475360445487,58.0,61.0,65.0,7.0,False,-1.2311659973944307,4.6544282959138945,63.018181818181816,4.218965444452894,60.443396226415096,6.787308062096274,,,,,,,,,,,,
SPECTF,33,61.247191011235955,7.567841828242546,57.27222993729748,16.0,80.0,64.0,0.1235622679514981,58.0,62.0,65.0,7.0,False,-2.1833641074401187,9.591467452193138,64.23636363636363,3.981610621406351,60.471698113207545,8.068349001312324,,,,,,,,,,,,
SPECTF,34,63.9063670411985,7.9225320300963435,62.76651376790249,18.0,76.0,58.0,0.1239709342849863,62.0,66.0,68.0,6.0,False,-2.274331444464157,7.060141400260683,65.85454545454546,4.2828120830644645,63.40094339622642,8.54701752332156,,,,,,,,,,,,
SPECTF,35,62.58426966292135,10.927554069861829,119.41143794975383,13.0,77.0,64.0,0.1746054420219576,61.0,65.0,69.0,8.0,False,-2.3488749270009723,5.942916035519319,66.36363636363636,4.453246563876481,61.60377358490566,11.856595366486337,,,,,,,,,,,,
SPECTF,36,65.24719101123596,7.87060272410368,61.946387240668265,33.0,80.0,47.0,0.12062745692059051,62.0,66.0,71.0,9.0,False,-1.2110362258367497,2.2883701737724564,66.01818181818182,6.256606425766459,65.04716981132076,8.226031019249483,,,,,,,,,,,,
SPECTF,37,64.19850187265918,9.234051825250912,85.26771311141971,18.0,79.0,61.0,0.14383593938264697,60.0,66.0,71.0,11.0,False,-1.7190033223643408,4.870460522500899,66.52727272727273,7.230879603112664,63.594339622641506,9.59439528007455,,,,,,,,,,,,
SPECTF,38,65.90262172284645,12.064040752123287,145.5410792688914,11.0,83.0,72.0,0.18305858606093153,62.5,69.0,73.0,10.5,False,-2.0432317379338856,4.823444494460268,72.10909090909091,4.67750021533541,64.29245283018868,12.846677113228486,,,,,,,,,,,,
SPECTF,39,64.05243445692884,12.669711725095208,160.521595197015,6.0,81.0,75.0,0.1978021886371354,60.0,67.0,72.0,12.0,False,-1.9070795747085585,4.58263808076345,72.25454545454545,4.130675409523602,61.924528301886795,13.257392464816757,,,,,,,,,,,,
SPECTF,40,62.438202247191015,14.409699492519406,207.63943946471406,5.0,82.0,77.0,0.23078338215382938,59.5,67.0,72.0,12.5,False,-1.6139636551692804,2.338490583184419,70.41818181818182,5.3315217308890475,60.367924528301884,15.275041593803182,,,,,,,,,,,,
SPECTF,41,60.41198501872659,15.172007741434308,230.1898189061426,8.0,83.0,75.0,0.2511423475692753,56.0,65.0,70.0,14.0,False,-1.4588500384192526,1.7450727209048358,70.0,5.027198750072179,57.924528301886795,15.915874425860647,,,,,,,,,,,,
SPECTF,42,52.58052434456929,12.785909075467082,163.47947088611147,11.0,82.0,71.0,0.24316815460506103,49.0,56.0,61.0,12.0,False,-1.1949261602526076,1.1828509080312024,60.36363636363637,5.570583897463324,50.56132075471698,13.34346756122612,,,,,,,,,,,,
SPECTF,43,50.53558052434457,14.520863459151494,210.85547559932107,4.0,73.0,69.0,0.28733940138043823,45.0,55.0,60.0,15.0,False,-1.2398374215486263,0.8776945160444685,59.14545454545455,5.838487294179677,48.301886792452834,15.247746391677685,,,,,,,,,,,,
student,0,1.6206896551724137,0.6110360395403224,0.3733650416171225,1.0,3.0,2.0,0.37702223483687025,1.0,2.0,2.0,1.0,False,0.43888545425946895,-0.6603716175098384,1.25,0.4330127018922193,1.7142857142857142,0.612788873986492,1.625,0.5636562191028618,1.8095238095238095,0.7939681905015746,1.6,0.48989794855663565,1.7647058823529411,0.42418250299576343,1.5384615384615385,0.498518515262143,1.2941176470588236,0.5703152773430976
student,1,1.6,0.4898979485566356,0.24,1.0,2.0,1.0,0.3061862159342334,1.0,2.0,2.0,1.0,False,-0.4082482904638635,-1.833333333333333,1.0,0.0,1.542857142857143,0.4981598792617913,1.5,0.5,1.6666666666666667,0.4714045207910317,1.5,0.5,1.6470588235294117,0.47788461203740945,1.6923076923076923,0.46153846153846156,2.0,0.0
student,2,1.9448275862068964,0.5353607915882855,0.2866111771700357,1.0,3.0,2.0,0.27527416447217684,2.0,2.0,2.0,0.0,False,-0.04930499718866352,0.44194192683568545,1.75,0.4330127018922193,1.9428571428571428,0.6298687910013887,1.875,0.5253966755382705,1.8571428571428572,0.46656947481584343,1.9,0.5385164807134504,2.235294117647059,0.42418250299576343,2.0,0.3922322702763681,1.9411764705882353,0.539126552347746
student,3,3.5724137931034483,0.8029671491215384,0.6447562425683709,1.0,5.0,4.0,0.22476879593959134,3.0,3.0,4.0,1.0,False,0.3631335790420914,-0.22583781071508513,3.625,0.4841229182759271,3.4857142857142858,0.8407965125464094,3.7083333333333335,0.8405933750763339,3.5238095238095237,0.7939681905015746,3.3,1.1874342087037917,3.6470588235294117,0.6809315825170721,3.769230769230769,0.696568087549032,3.5294117647058822,0.605625302411
student,4,1.6620689655172414,0.47300491584778614,0.22373365041617124,1.0,2.0,1.0,0.2845880181961675,1.0,2.0,2.0,1.0,False,-0.6852739161357698,-1.5303996598639455,1.375,0.4841229182759271,1.6285714285714286,0.4831867007225075,1.6666666666666667,0.4714045207910316,1.6666666666666667,0.4714045207910316,1.4,0.48989794855663565,1.7647058823529411,0.42418250299576343,1.7692307692307692,0.4213250442347432,1.8235294117647058,0.3812200410828153
student,5,1.6,0.4898979485566356,0.24,1.0,2.0,1.0,0.3061862159342334,1.0,2.0,2.0,1.0,False,-0.4082482904638636,-1.8333333333333335,1.375,0.4841229182759271,1.6571428571428573,0.4746642207381757,1.625,0.4841229182759271,1.8095238095238095,0.392676726249301,1.4,0.48989794855663565,1.5294117647058822,0.4991341984846218,1.4615384615384615,0.498518515262143,1.588235294117647,0.49215295678475035
student,6,1.5793103448275863,0.4936697977427112,0.24370986920332935,1.0,2.0,1.0,0.31258567781416546,1.0,2.0,2.0,1.0,False,-0.32130928483059,-1.8967603434816547,1.25,0.4330127018922193,1.6285714285714286,0.4831867007225075,1.7916666666666667,0.4061164310337068,1.4761904761904763,0.49943278484292924,1.6,0.48989794855663565,1.5294117647058822,0.4991341984846218,1.6153846153846154,0.48650425541051995,1.4705882352941178,0.4991341984846218
student,7,1.6275862068965516,1.0167210826031643,1.0337217598097503,1.0,5.0,4.0,0.6246803223375947,1.0,1.0,2.0,1.0,False,1.7385780646233404,2.4546566820633746,2.25,1.479019945774904,1.6,0.9007933011676825,1.9583333333333333,1.0984521938720058,1.7142857142857142,1.0753895038701158,1.6,1.2,1.1764705882352942,0.3812200410828153,1.1538461538461537,0.36080121229411,1.6470588235294117,1.0814574300500137
student,8,1.6206896551724137,1.0574462765663413,1.1181926278240193,1.0,4.0,3.0,0.6524668474725216,1.0,1.0,2.0,1.0,False,1.5363760671243332,0.815169287311968,2.375,0.9921567416492215,1.7142857142857142,1.1849395059044412,1.7083333333333333,1.135751097536584,1.5714285714285714,1.049781318335648,1.3,0.45825756949558405,1.588235294117647,1.1406305546861952,1.2307692307692308,0.42132504423474315,1.5294117647058822,0.9772498662256559
student,9,1.7310344827586206,0.7812913484896223,0.6104161712247325,1.0,4.0,3.0,0.4513436050858447,1.0,2.0,2.0,1.0,False,0.5963649481706744,-0.8494278689225663,2.375,0.8569568250501305,1.6571428571428573,0.7907630001770313,1.5833333333333333,0.759202798262025,1.7142857142857142,0.6281383789653772,1.4,0.66332495807108,1.7058823529411764,0.7487012977269327,2.0,0.8770580193070292,1.8235294117647058,0.7058823529411765
student,10,2.282758620689655,1.2188374804726814,1.485564803804994,1.0,6.0,5.0,0.5339318244541923,1.0,2.0,3.0,2.0,False,0.5675099971794753,-0.4055761493215502,2.75,1.1989578808281798,2.057142857142857,1.0675166681296804,2.625,1.1836560592784826,1.8571428571428572,1.0816968277714807,2.4,1.5620499351813308,1.8235294117647058,0.9843059135695007,2.4615384615384617,1.2162606385262997,2.823529411764706,1.2478354962115545
student,11,2.6344827586206896,1.14358054224409,1.3077764565992864,1.0,6.0,5.0,0.4340816177905097,2.0,3.0,3.0,1.0,False,0.19375859741596604,-0.5973457223158714,3.0,1.5,2.6,0.991391518451284,2.4166666666666665,1.076903998610007,2.5714285714285716,1.2562767579307543,2.5,1.02469507659596,2.588235294117647,0.973702668073344,2.6923076923076925,1.2015768732164085,3.0,1.2366938848016846
student,12,2.806896551724138,1.3559399423387044,1.838573127229489,1.0,5.0,4.0,0.48307442491069835,2.0,3.0,4.0,2.0,False,0.3028741553665802,-1.1460410730811905,2.5,1.4142135623730951,2.742857142857143,1.2033965536372964,2.3333333333333335,1.1785113019775793,3.0952380952380953,1.3418097908195592,3.1,1.374772708486752,3.235294117647059,1.476458870354251,3.076923076923077,1.5913969896597846,2.588235294117647,1.2394886768062046
student,13,1.1724137931034482,0.4891206407309557,0.23923900118906063,1.0,3.0,2.0,0.4171911311827144,1.0,1.0,1.0,0.0,False,2.8474508137616925,7.045008280337857,1.5,0.7071067811865476,1.0571428571428572,0.23211538298959888,1.1666666666666667,0.4714045207910317,1.1904761904761905,0.49943278484292924,1.0,0.0,1.1764705882352942,0.5128116404165498,1.1538461538461537,0.532938710021193,1.3529411764705883,0.6809315825170721
student,14,2.3586206896551722,0.8023745970895992,0.6438049940546967,1.0,5.0,4.0,0.34018805872724917,2.0,2.0,2.0,0.0,False,1.346791093629945,1.2072614609006944,3.125,1.0532687216470449,2.1714285714285713,0.608779307218929,2.3333333333333335,0.7453559924999298,2.4761904761904763,0.9060141709733547,2.5,0.6708203932499369,2.235294117647059,0.6443794794178425,2.1538461538461537,0.7692307692307693,2.4705882352941178,0.9150793638884733
student,15,2.806896551724138,1.3250715099721349,1.7558145065398334,1.0,5.0,4.0,0.4720770718954491,2.0,3.0,4.0,2.0,False,-0.033992449385686865,-1.2238316568464473,3.25,1.0897247358851685,2.8285714285714287,1.275835060672349,2.7083333333333335,1.4282613750835509,2.857142857142857,1.206558043744755,2.4,1.0198039027185568,2.9411764705882355,1.5518712892085786,3.1538461538461537,1.166596222161777,2.4705882352941178,1.3770235189081912
student,16,2.2,0.9142549255899677,0.8358620689655173,1.0,5.0,4.0,0.4155704188337561,2.0,2.0,3.0,1.0,False,0.8945226974308921,0.9719471947194704,2.5,1.118033988749895,2.2,0.7855844048495726,1.9583333333333333,1.0984521938720058,2.5238095238095237,0.957131011535323,2.2,1.2489995996796797,2.0588235294117645,0.8724939396583133,2.1538461538461537,0.36080121229411,2.176470588235294,0.6169463812765598
student,17,1.9448275862068964,0.5605331248611338,0.3141973840665874,1.0,3.0,2.0,0.2882173854147135,2.0,2.0,2.0,0.0,False,-0.01703053783047118,0.14861932963262614,2.0,0.7071067811865476,1.8857142857142857,0.5221619109284876,1.75,0.5951190357119042,1.9047619047619047,0.42591770999996,2.0,0.7745966692414834,1.8823529411764706,0.47058823529411764,2.076923076923077,0.47418569253607507,2.2941176470588234,0.4556450995538137
student,18,2.013793103448276,0.5380194445473679,0.2894649227110583,1.0,3.0,2.0,0.2671671886026573,2.0,2.0,2.0,0.0,False,0.011638927382413681,0.4517831230293283,2.25,0.6614378277661477,1.9428571428571428,0.5827450872677469,1.9583333333333333,0.45452967144315476,2.142857142857143,0.5593971487843206,1.8,0.7483314773547883,2.1176470588235294,0.32218973970892123,2.0,0.5547001962252291,2.0,0.3429971702850177
student,19,1.2137931034482758,0.4099824537297062,0.16808561236623068,1.0,2.0,1.0,0.3377696323922809,1.0,1.0,1.0,0.0,False,1.3961909537739148,-0.05065082059988679,1.5,0.5,1.2571428571428571,0.4370588154508102,1.2916666666666667,0.45452967144315476,1.1904761904761905,0.39267672624930106,1.1,0.3,1.1176470588235294,0.32218973970892123,1.0769230769230769,0.26646935501059654,1.1764705882352942,0.3812200410828153
student,20,1.206896551724138,0.5860040216896001,0.3434007134363853,1.0,3.0,2.0,0.48554618537685745,1.0,1.0,1.0,0.0,False,2.598096478595214,4.965763384258869,1.75,0.9682458365518543,1.1142857142857143,0.46423076597919777,1.4583333333333333,0.7626252174051302,1.2380952380952381,0.6098213559459856,1.2,0.6000000000000001,1.1176470588235294,0.4705882352941177,1.0,0.0,1.0,0.0
